Temperature,pH,Time
21.94,6.56,9/17/2024 5:33
22,6.56,9/17/2024 5:34
22,6.56,9/17/2024 5:34
21.94,6.55,9/17/2024 5:35
22,6.57,9/17/2024 5:36
21.94,6.57,9/17/2024 5:37
22,6.56,9/17/2024 5:38
22,6.55,9/17/2024 5:39
22,6.56,9/17/2024 5:40
21.94,6.56,9/17/2024 5:41
21.94,6.57,9/17/2024 5:42
21.94,6.54,9/17/2024 5:42
22,6.56,9/17/2024 5:43
21.94,6.56,9/17/2024 5:44
21.94,6.59,9/17/2024 5:45
21.94,6.59,9/17/2024 5:46
21.94,6.56,9/17/2024 5:47
21.94,6.53,9/17/2024 5:48
21.94,6.59,9/17/2024 5:49
21.94,6.55,9/17/2024 5:50
21.88,6.6,9/17/2024 5:50
21.94,6.56,9/17/2024 5:51
21.94,6.57,9/17/2024 5:52
21.94,6.56,9/17/2024 5:53
21.94,6.56,9/17/2024 5:54
21.94,6.53,9/17/2024 5:55
21.94,6.57,9/17/2024 5:56
21.88,6.56,9/17/2024 5:57
21.94,6.57,9/17/2024 5:58
21.94,6.54,9/17/2024 5:58
21.88,6.54,9/17/2024 5:59
21.88,6.59,9/17/2024 6:00
21.94,6.56,9/17/2024 6:01
21.94,6.57,9/17/2024 6:02
21.88,6.56,9/17/2024 6:03
21.94,6.59,9/17/2024 6:04
21.88,6.56,9/17/2024 6:05
21.94,6.56,9/17/2024 6:06
21.94,6.57,9/17/2024 6:06
21.94,6.56,9/17/2024 6:07
21.94,6.57,9/17/2024 6:08
21.88,6.55,9/17/2024 6:09
21.94,6.53,9/17/2024 6:10
21.94,6.56,9/17/2024 6:11
21.88,6.56,9/17/2024 6:12
21.94,6.56,9/17/2024 6:13
21.94,6.59,9/17/2024 6:14
21.88,6.57,9/17/2024 6:14
21.94,6.55,9/17/2024 6:15
21.94,6.55,9/17/2024 6:16
21.88,6.59,9/17/2024 6:17
21.88,6.56,9/17/2024 6:18
21.88,6.56,9/17/2024 6:19
21.88,6.56,9/17/2024 6:20
21.88,6.6,9/17/2024 6:21
21.88,6.55,9/17/2024 6:22
21.88,6.54,9/17/2024 6:22
21.88,6.53,9/17/2024 6:23
21.88,6.56,9/17/2024 6:24
21.94,6.54,9/17/2024 6:25
21.88,6.57,9/17/2024 6:26
21.94,6.56,9/17/2024 6:27
21.94,6.54,9/17/2024 6:28
21.88,6.53,9/17/2024 6:29
21.94,6.54,9/17/2024 6:30
21.94,6.57,9/17/2024 6:31
21.94,6.56,9/17/2024 6:31
21.88,6.56,9/17/2024 6:32
21.94,6.55,9/17/2024 6:33
21.88,6.55,9/17/2024 6:34
21.94,6.57,9/17/2024 6:35
21.88,6.54,9/17/2024 6:36
21.88,6.55,9/17/2024 6:37
21.94,6.57,9/17/2024 6:38
21.88,6.57,9/17/2024 6:39
21.88,6.54,9/17/2024 6:40
21.94,6.56,9/17/2024 6:40
21.94,6.57,9/17/2024 6:41
21.88,6.54,9/17/2024 6:42
21.94,6.56,9/17/2024 6:43
21.94,6.56,9/17/2024 6:44
21.88,6.56,9/17/2024 6:45
21.94,6.56,9/17/2024 6:46
21.94,6.57,9/17/2024 6:47
21.94,6.57,9/17/2024 6:48
21.94,6.56,9/17/2024 6:48
21.88,6.56,9/17/2024 6:49
21.88,6.55,9/17/2024 6:50
21.94,6.57,9/17/2024 6:51
21.94,6.54,9/17/2024 6:52
21.94,6.56,9/17/2024 6:53
21.88,6.56,9/17/2024 6:54
21.88,6.54,9/17/2024 6:55
21.88,6.54,9/17/2024 6:56
21.88,6.56,9/17/2024 6:56
21.88,6.56,9/17/2024 6:57
21.94,6.56,9/17/2024 6:58
21.88,6.53,9/17/2024 6:59
21.88,6.56,9/17/2024 7:00
21.88,6.54,9/17/2024 7:01
21.88,6.57,9/17/2024 7:02
21.88,6.54,9/17/2024 7:03
21.88,6.56,9/17/2024 7:04
21.88,6.59,9/17/2024 7:04
21.88,6.56,9/17/2024 7:05
21.88,6.54,9/17/2024 7:06
21.88,6.55,9/17/2024 7:07
21.94,6.55,9/17/2024 7:08
21.94,6.54,9/17/2024 7:09
21.94,6.55,9/17/2024 7:10
21.94,6.55,9/17/2024 7:11
21.94,6.56,9/17/2024 7:12
21.94,6.57,9/17/2024 7:12
21.94,6.55,9/17/2024 7:13
21.94,6.57,9/17/2024 7:14
21.88,6.55,9/17/2024 7:15
21.94,6.55,9/17/2024 7:16
21.88,6.57,9/17/2024 7:17
21.88,6.54,9/17/2024 7:18
21.88,6.56,9/17/2024 7:19
21.88,6.57,9/17/2024 7:20
21.88,6.54,9/17/2024 7:20
21.94,6.56,9/17/2024 7:21
21.94,6.57,9/17/2024 7:22
21.88,6.53,9/17/2024 7:23
21.88,6.57,9/17/2024 7:24
21.94,6.56,9/17/2024 7:25
21.94,6.55,9/17/2024 7:26
21.88,6.56,9/17/2024 7:27
21.94,6.57,9/17/2024 7:28
21.88,6.54,9/17/2024 7:29
21.88,6.57,9/17/2024 7:29
21.88,6.54,9/17/2024 7:30
21.94,6.53,9/17/2024 7:31
21.88,6.56,9/17/2024 7:32
21.88,6.56,9/17/2024 7:33
21.88,6.56,9/17/2024 7:34
21.94,6.56,9/17/2024 7:35
21.88,6.53,9/17/2024 7:36
21.88,6.53,9/17/2024 7:37
21.94,6.57,9/17/2024 7:38
21.88,6.56,9/17/2024 7:38
21.94,6.56,9/17/2024 7:39
21.88,6.57,9/17/2024 7:40
21.88,6.53,9/17/2024 7:41
21.94,6.56,9/17/2024 7:42
21.94,6.54,9/17/2024 7:43
21.88,6.54,9/17/2024 7:44
21.94,6.57,9/17/2024 7:45
21.88,6.57,9/17/2024 7:46
21.94,6.54,9/17/2024 7:47
21.88,6.54,9/17/2024 7:47
21.94,6.54,9/17/2024 7:48
21.88,6.56,9/17/2024 7:49
21.94,6.56,9/17/2024 7:50
21.94,6.57,9/17/2024 7:51
21.94,6.55,9/17/2024 7:52
21.94,6.55,9/17/2024 7:53
21.94,6.53,9/17/2024 7:54
21.94,6.53,9/17/2024 7:55
21.94,6.57,9/17/2024 7:55
21.88,6.54,9/17/2024 7:56
21.94,6.56,9/17/2024 7:57
21.88,6.55,9/17/2024 7:58
21.88,6.54,9/17/2024 7:59
21.94,6.53,9/17/2024 8:00
21.94,6.56,9/17/2024 8:01
21.88,6.54,9/17/2024 8:02
21.88,6.56,9/17/2024 8:03
21.94,6.53,9/17/2024 8:04
22,6.56,9/17/2024 8:04
21.94,6.59,9/17/2024 8:05
21.94,6.56,9/17/2024 8:06
21.94,6.56,9/17/2024 8:07
21.94,6.54,9/17/2024 8:08
21.94,6.53,9/17/2024 8:09
21.94,6.54,9/17/2024 8:10
21.94,6.54,9/17/2024 8:11
22,6.54,9/17/2024 8:12
21.94,6.56,9/17/2024 8:13
22,6.54,9/17/2024 8:13
22,6.55,9/17/2024 8:14
22,6.53,9/17/2024 8:15
22,6.57,9/17/2024 8:16
22,6.59,9/17/2024 8:17
22,6.53,9/17/2024 8:18
22,6.53,9/17/2024 8:19
22,6.55,9/17/2024 8:20
22.06,6.56,9/17/2024 8:21
22,6.59,9/17/2024 8:22
22.06,6.52,9/17/2024 8:22
22.06,6.56,9/17/2024 8:23
22.06,6.56,9/17/2024 8:24
22.06,6.55,9/17/2024 8:25
22.13,6.56,9/17/2024 8:26
22.06,6.57,9/17/2024 8:27
22.06,6.57,9/17/2024 8:28
22.13,6.56,9/17/2024 8:29
22.06,6.57,9/17/2024 8:30
22.06,6.56,9/17/2024 8:30
22.13,6.55,9/17/2024 8:31
22.06,6.56,9/17/2024 8:32
22.06,6.57,9/17/2024 8:33
22.06,6.59,9/17/2024 8:34
22.13,6.54,9/17/2024 8:35
22.13,6.54,9/17/2024 8:36
22.13,6.56,9/17/2024 8:37
22.13,6.54,9/17/2024 8:38
22.13,6.56,9/17/2024 8:38
22.13,6.56,9/17/2024 8:39
22.13,6.56,9/17/2024 8:40
22.13,6.56,9/17/2024 8:41
22.13,6.54,9/17/2024 8:42
22.13,6.57,9/17/2024 8:43
22.19,6.59,9/17/2024 8:44
22.13,6.57,9/17/2024 8:45
22.25,6.59,9/17/2024 8:46
22.19,6.56,9/17/2024 8:46
22.19,6.59,9/17/2024 8:47
22.19,6.57,9/17/2024 8:48
22.25,6.55,9/17/2024 8:49
22.25,6.56,9/17/2024 8:50
22.25,6.56,9/17/2024 8:51
22.25,6.57,9/17/2024 8:52
22.25,6.59,9/17/2024 8:53
22.31,6.56,9/17/2024 8:54
22.31,6.56,9/17/2024 8:54
22.25,6.59,9/17/2024 8:55
22.31,6.59,9/17/2024 8:56
22.31,6.57,9/17/2024 8:57
22.31,6.59,9/17/2024 8:58
22.38,6.54,9/17/2024 8:59
22.38,6.59,9/17/2024 9:00
22.38,6.57,9/17/2024 9:01
22.38,6.57,9/17/2024 9:02
22.38,6.56,9/17/2024 9:03
22.44,6.59,9/17/2024 9:03
22.44,6.56,9/17/2024 9:04
22.38,6.6,9/17/2024 9:05
22.44,6.57,9/17/2024 9:06
22.44,6.57,9/17/2024 9:07
22.44,6.57,9/17/2024 9:08
22.44,6.55,9/17/2024 9:09
22.44,6.56,9/17/2024 9:10
22.44,6.59,9/17/2024 9:11
22.5,6.59,9/17/2024 9:11
22.5,6.59,9/17/2024 9:12
22.5,6.56,9/17/2024 9:13
22.5,6.59,9/17/2024 9:14
22.5,6.57,9/17/2024 9:15
22.5,6.56,9/17/2024 9:16
22.56,6.59,9/17/2024 9:17
22.5,6.57,9/17/2024 9:18
22.56,6.57,9/17/2024 9:19
22.56,6.57,9/17/2024 9:20
22.56,6.59,9/17/2024 9:20
22.63,6.59,9/17/2024 9:21
22.63,6.57,9/17/2024 9:22
22.63,6.59,9/17/2024 9:23
22.63,6.57,9/17/2024 9:24
22.63,6.57,9/17/2024 9:25
22.69,6.6,9/17/2024 9:26
22.69,6.57,9/17/2024 9:27
22.63,6.57,9/17/2024 9:28
22.63,6.57,9/17/2024 9:28
22.69,6.59,9/17/2024 9:29
22.69,6.59,9/17/2024 9:30
22.69,6.6,9/17/2024 9:31
22.69,6.59,9/17/2024 9:32
22.69,6.57,9/17/2024 9:33
22.69,6.6,9/17/2024 9:34
22.75,6.59,9/17/2024 9:35
22.75,6.59,9/17/2024 9:36
22.81,6.59,9/17/2024 9:36
22.75,6.6,9/17/2024 9:37
22.75,6.6,9/17/2024 9:38
22.81,6.59,9/17/2024 9:39
22.81,6.61,9/17/2024 9:40
22.81,6.61,9/17/2024 9:41
22.88,6.57,9/17/2024 9:42
22.88,6.61,9/17/2024 9:43
22.94,6.6,9/17/2024 9:44
22.94,6.61,9/17/2024 9:44
22.94,6.59,9/17/2024 9:45
22.94,6.61,9/17/2024 9:46
23,6.59,9/17/2024 9:47
23,6.6,9/17/2024 9:48
23,6.6,9/17/2024 9:49
23.06,6.6,9/17/2024 9:50
23.06,6.59,9/17/2024 9:51
23.06,6.62,9/17/2024 9:52
23.06,6.62,9/17/2024 9:52
23.06,6.61,9/17/2024 9:53
23.13,6.6,9/17/2024 9:54
23.13,6.59,9/17/2024 9:55
23.19,6.62,9/17/2024 9:56
23.19,6.6,9/17/2024 9:57
23.19,6.62,9/17/2024 9:58
23.25,6.61,9/17/2024 9:59
23.25,6.61,9/17/2024 10:00
23.19,6.6,9/17/2024 10:01
23.25,6.64,9/17/2024 10:01
23.25,6.59,9/17/2024 10:02
23.25,6.62,9/17/2024 10:03
23.31,6.61,9/17/2024 10:04
23.31,6.62,9/17/2024 10:05
23.31,6.6,9/17/2024 10:06
23.31,6.62,9/17/2024 10:07
23.38,6.6,9/17/2024 10:08
23.38,6.64,9/17/2024 10:09
23.38,6.64,9/17/2024 10:10
23.38,6.62,9/17/2024 10:11
23.44,6.61,9/17/2024 10:12
23.44,6.63,9/17/2024 10:12
23.5,6.64,9/17/2024 10:13
23.44,6.61,9/17/2024 10:14
23.44,6.65,9/17/2024 10:15
23.44,6.61,9/17/2024 10:16
23.44,6.64,9/17/2024 10:17
23.5,6.61,9/17/2024 10:18
23.5,6.65,9/17/2024 10:19
23.56,6.66,9/17/2024 10:20
23.56,6.66,9/17/2024 10:21
23.56,6.65,9/17/2024 10:22
23.56,6.65,9/17/2024 10:22
23.56,6.65,9/17/2024 10:23
23.63,6.64,9/17/2024 10:24
23.63,6.65,9/17/2024 10:25
23.63,6.64,9/17/2024 10:26
23.69,6.65,9/17/2024 10:27
23.69,6.64,9/17/2024 10:28
23.69,6.65,9/17/2024 10:29
23.69,6.64,9/17/2024 10:30
23.69,6.65,9/17/2024 10:31
23.75,6.64,9/17/2024 10:32
23.75,6.66,9/17/2024 10:33
23.81,6.65,9/17/2024 10:33
23.81,6.64,9/17/2024 10:34
23.81,6.65,9/17/2024 10:35
23.81,6.66,9/17/2024 10:36
23.88,6.66,9/17/2024 10:37
23.88,6.66,9/17/2024 10:38
23.94,6.66,9/17/2024 10:39
23.88,6.65,9/17/2024 10:40
23.88,6.66,9/17/2024 10:41
23.88,6.66,9/17/2024 10:42
23.94,6.66,9/17/2024 10:42
23.94,6.66,9/17/2024 10:43
24,6.66,9/17/2024 10:44
23.94,6.66,9/17/2024 10:45
24,6.65,9/17/2024 10:46
24,6.65,9/17/2024 10:47
24,6.66,9/17/2024 10:48
24.06,6.68,9/17/2024 10:49
24.06,6.65,9/17/2024 10:50
24.06,6.66,9/17/2024 10:50
24.06,6.66,9/17/2024 10:51
24.06,6.66,9/17/2024 10:52
24.13,6.66,9/17/2024 10:53
24.13,6.66,9/17/2024 10:54
24.19,6.66,9/17/2024 10:55
24.13,6.65,9/17/2024 10:56
24.13,6.66,9/17/2024 10:57
24.19,6.66,9/17/2024 10:57
24.25,6.66,9/17/2024 10:58
24.19,6.67,9/17/2024 10:59
24.19,6.66,9/17/2024 11:00
24.19,6.67,9/17/2024 11:01
24.19,6.66,9/17/2024 11:02
24.25,6.66,9/17/2024 11:03
24.25,6.68,9/17/2024 11:04
24.25,6.66,9/17/2024 11:05
24.25,6.66,9/17/2024 11:05
24.31,6.66,9/17/2024 11:06
24.25,6.68,9/17/2024 11:07
24.25,6.68,9/17/2024 11:08
24.31,6.66,9/17/2024 11:09
24.31,6.66,9/17/2024 11:10
24.38,6.66,9/17/2024 11:11
24.44,6.66,9/17/2024 11:12
24.38,6.7,9/17/2024 11:13
24.44,6.68,9/17/2024 11:14
24.38,6.67,9/17/2024 11:14
24.44,6.68,9/17/2024 11:15
24.44,6.7,9/17/2024 11:16
24.44,6.7,9/17/2024 11:17
24.5,6.66,9/17/2024 11:18
24.44,6.68,9/17/2024 11:19
24.5,6.68,9/17/2024 11:20
24.5,6.7,9/17/2024 11:21
24.56,6.68,9/17/2024 11:21
24.5,6.71,9/17/2024 11:22
24.56,6.68,9/17/2024 11:23
24.56,6.71,9/17/2024 11:24
24.56,6.66,9/17/2024 11:25
24.63,6.7,9/17/2024 11:26
24.63,6.71,9/17/2024 11:27
24.63,6.7,9/17/2024 11:28
24.63,6.7,9/17/2024 11:29
24.63,6.68,9/17/2024 11:29
24.56,6.71,9/17/2024 11:30
24.63,6.67,9/17/2024 11:31
24.69,6.7,9/17/2024 11:32
24.69,6.68,9/17/2024 11:33
24.69,6.7,9/17/2024 11:34
24.69,6.71,9/17/2024 11:35
24.75,6.7,9/17/2024 11:36
24.75,6.7,9/17/2024 11:37
24.75,6.7,9/17/2024 11:38
24.75,6.7,9/17/2024 11:38
24.81,6.71,9/17/2024 11:39
24.81,6.7,9/17/2024 11:40
24.81,6.71,9/17/2024 11:41
24.81,6.71,9/17/2024 11:42
24.75,6.71,9/17/2024 11:43
24.81,6.73,9/17/2024 11:44
24.88,6.74,9/17/2024 11:45
24.88,6.73,9/17/2024 11:46
24.88,6.7,9/17/2024 11:46
24.81,6.75,9/17/2024 11:47
24.88,6.73,9/17/2024 11:48
24.88,6.71,9/17/2024 11:49
24.94,6.72,9/17/2024 11:50
24.94,6.71,9/17/2024 11:51
24.94,6.71,9/17/2024 11:52
24.94,6.71,9/17/2024 11:53
24.94,6.72,9/17/2024 11:54
24.94,6.73,9/17/2024 11:54
24.94,6.7,9/17/2024 11:55
25,6.72,9/17/2024 11:56
24.94,6.73,9/17/2024 11:57
24.94,6.71,9/17/2024 11:58
25,6.73,9/17/2024 11:59
25,6.71,9/17/2024 12:00
25,6.71,9/17/2024 12:01
25.06,6.72,9/17/2024 12:02
25,6.71,9/17/2024 12:03
25,6.7,9/17/2024 12:03
25.06,6.73,9/17/2024 12:04
25.06,6.73,9/17/2024 12:05
25.06,6.7,9/17/2024 12:06
25.06,6.75,9/17/2024 12:07
25.06,6.71,9/17/2024 12:08
25.13,6.72,9/17/2024 12:09
25.06,6.73,9/17/2024 12:10
25.06,6.71,9/17/2024 12:11
25.06,6.73,9/17/2024 12:12
25.06,6.73,9/17/2024 12:12
25.06,6.73,9/17/2024 12:13
25.13,6.73,9/17/2024 12:14
25.13,6.73,9/17/2024 12:15
25.13,6.71,9/17/2024 12:16
25.13,6.73,9/17/2024 12:17
25.19,6.73,9/17/2024 12:18
25.19,6.71,9/17/2024 12:19
25.19,6.73,9/17/2024 12:20
25.19,6.71,9/17/2024 12:21
25.13,6.73,9/17/2024 12:21
25.13,6.71,9/17/2024 12:22
25.19,6.73,9/17/2024 12:23
25.19,6.74,9/17/2024 12:24
25.19,6.73,9/17/2024 12:25
25.19,6.73,9/17/2024 12:26
25.25,6.72,9/17/2024 12:27
25.19,6.71,9/17/2024 12:28
25.19,6.71,9/17/2024 12:29
25.25,6.71,9/17/2024 12:29
25.25,6.73,9/17/2024 12:30
25.25,6.7,9/17/2024 12:31
25.19,6.71,9/17/2024 12:32
25.25,6.7,9/17/2024 12:33
25.25,6.74,9/17/2024 12:34
25.31,6.74,9/17/2024 12:35
25.25,6.73,9/17/2024 12:36
25.25,6.74,9/17/2024 12:37
25.25,6.74,9/17/2024 12:37
25.25,6.71,9/17/2024 12:38
25.25,6.73,9/17/2024 12:39
25.25,6.74,9/17/2024 12:40
25.31,6.73,9/17/2024 12:41
25.25,6.75,9/17/2024 12:42
25.31,6.75,9/17/2024 12:43
25.31,6.74,9/17/2024 12:44
25.31,6.74,9/17/2024 12:44
25.25,6.74,9/17/2024 12:45
25.31,6.74,9/17/2024 12:46
25.31,6.75,9/17/2024 12:47
25.38,6.73,9/17/2024 12:48
25.31,6.73,9/17/2024 12:49
25.31,6.73,9/17/2024 12:50
25.31,6.74,9/17/2024 12:51
25.38,6.74,9/17/2024 12:52
25.38,6.74,9/17/2024 12:52
25.38,6.74,9/17/2024 12:53
25.38,6.74,9/17/2024 12:54
25.38,6.73,9/17/2024 12:55
25.31,6.73,9/17/2024 12:56
25.44,6.74,9/17/2024 12:57
25.38,6.75,9/17/2024 12:58
25.38,6.75,9/17/2024 12:59
25.44,6.73,9/17/2024 13:00
25.44,6.73,9/17/2024 13:00
25.38,6.66,9/17/2024 13:01
25.44,6.73,9/17/2024 13:02
25.44,6.73,9/17/2024 13:03
25.44,6.74,9/17/2024 13:04
25.44,6.77,9/17/2024 13:05
25.44,6.76,9/17/2024 13:06
25.38,6.74,9/17/2024 13:07
25.44,6.73,9/17/2024 13:08
25.44,6.75,9/17/2024 13:08
25.44,6.74,9/17/2024 13:09
25.5,6.74,9/17/2024 13:10
25.5,6.74,9/17/2024 13:11
25.5,6.74,9/17/2024 13:12
25.44,6.73,9/17/2024 13:13
25.44,6.74,9/17/2024 13:14
25.44,6.74,9/17/2024 13:15
25.5,6.75,9/17/2024 13:16
25.38,6.75,9/17/2024 13:17
25.44,6.74,9/17/2024 13:17
25.44,6.74,9/17/2024 13:18
25.5,6.74,9/17/2024 13:19
25.44,6.73,9/17/2024 13:20
25.5,6.74,9/17/2024 13:21
25.5,6.75,9/17/2024 13:22
25.5,6.75,9/17/2024 13:23
25.5,6.75,9/17/2024 13:24
25.5,6.71,9/17/2024 13:24
25.5,6.75,9/17/2024 13:25
25.56,6.74,9/17/2024 13:26
25.5,6.74,9/17/2024 13:27
25.5,6.75,9/17/2024 13:28
25.5,6.75,9/17/2024 13:29
25.5,6.75,9/17/2024 13:30
25.5,6.74,9/17/2024 13:31
25.5,6.73,9/17/2024 13:32
25.5,6.74,9/17/2024 13:32
25.5,6.73,9/17/2024 13:33
25.5,6.73,9/17/2024 13:34
25.5,6.74,9/17/2024 13:35
25.5,6.75,9/17/2024 13:36
25.5,6.75,9/17/2024 13:37
25.44,6.75,9/17/2024 13:38
25.5,6.75,9/17/2024 13:39
25.5,6.75,9/17/2024 13:40
25.5,6.75,9/17/2024 13:40
25.5,6.75,9/17/2024 13:41
25.5,6.73,9/17/2024 13:42
25.44,6.73,9/17/2024 13:43
25.56,6.74,9/17/2024 13:44
25.5,6.75,9/17/2024 13:45
25.5,6.74,9/17/2024 13:46
25.56,6.75,9/17/2024 13:47
25.5,6.73,9/17/2024 13:47
25.56,6.73,9/17/2024 13:48
25.5,6.74,9/17/2024 13:49
25.5,6.74,9/17/2024 13:50
25.56,6.74,9/17/2024 13:51
25.56,6.73,9/17/2024 13:52
25.5,6.74,9/17/2024 13:53
25.5,6.75,9/17/2024 13:54
25.56,6.75,9/17/2024 13:55
25.56,6.75,9/17/2024 13:56
25.56,6.75,9/17/2024 13:56
25.5,6.74,9/17/2024 13:57
25.5,6.76,9/17/2024 13:58
25.5,6.73,9/17/2024 13:59
25.56,6.76,9/17/2024 14:00
25.56,6.73,9/17/2024 14:01
25.56,6.74,9/17/2024 14:02
25.56,6.76,9/17/2024 14:03
25.56,6.76,9/17/2024 14:04
25.56,6.76,9/17/2024 14:05
25.56,6.68,9/17/2024 14:06
25.56,6.75,9/17/2024 14:06
25.56,6.74,9/17/2024 14:07
25.56,6.74,9/17/2024 14:08
25.56,6.75,9/17/2024 14:09
25.56,6.74,9/17/2024 14:10
25.56,6.76,9/17/2024 14:11
25.5,6.76,9/17/2024 14:12
25.56,6.74,9/17/2024 14:13
25.56,6.73,9/17/2024 14:14
25.56,6.75,9/17/2024 14:14
25.56,6.75,9/17/2024 14:15
25.5,6.76,9/17/2024 14:16
25.56,6.74,9/17/2024 14:17
25.56,6.75,9/17/2024 14:18
25.56,6.74,9/17/2024 14:19
25.56,6.75,9/17/2024 14:20
25.56,6.75,9/17/2024 14:21
25.5,6.76,9/17/2024 14:22
25.5,6.74,9/17/2024 14:23
25.5,6.74,9/17/2024 14:23
25.5,6.75,9/17/2024 14:24
25.56,6.75,9/17/2024 14:25
25.5,6.74,9/17/2024 14:26
25.56,6.74,9/17/2024 14:27
25.5,6.76,9/17/2024 14:28
25.56,6.76,9/17/2024 14:29
25.56,6.74,9/17/2024 14:30
25.56,6.75,9/17/2024 14:31
25.56,6.74,9/17/2024 14:31
25.56,6.74,9/17/2024 14:32
25.5,6.76,9/17/2024 14:33
25.5,6.73,9/17/2024 14:34
25.5,6.74,9/17/2024 14:35
25.5,6.71,9/17/2024 14:36
25.5,6.74,9/17/2024 14:37
25.44,6.75,9/17/2024 14:38
25.44,6.75,9/17/2024 14:38
25.5,6.74,9/17/2024 14:39
25.5,6.74,9/17/2024 14:40
25.44,6.73,9/17/2024 14:41
25.44,6.74,9/17/2024 14:42
25.44,6.75,9/17/2024 14:43
25.44,6.73,9/17/2024 14:44
25.44,6.76,9/17/2024 14:45
25.44,6.76,9/17/2024 14:46
25.44,6.75,9/17/2024 14:46
25.44,6.74,9/17/2024 14:47
25.38,6.74,9/17/2024 14:48
25.44,6.73,9/17/2024 14:49
25.44,6.72,9/17/2024 14:50
25.38,6.73,9/17/2024 14:51
25.44,6.74,9/17/2024 14:52
25.44,6.73,9/17/2024 14:53
25.44,6.73,9/17/2024 14:54
25.44,6.74,9/17/2024 14:55
25.5,6.73,9/17/2024 14:55
25.44,6.75,9/17/2024 14:56
25.44,6.72,9/17/2024 14:57
25.44,6.73,9/17/2024 14:58
25.44,6.75,9/17/2024 14:59
25.38,6.73,9/17/2024 15:00
25.44,6.71,9/17/2024 15:01
25.38,6.74,9/17/2024 15:02
25.38,6.73,9/17/2024 15:03
25.38,6.73,9/17/2024 15:03
25.38,6.74,9/17/2024 15:04
25.38,6.73,9/17/2024 15:05
25.38,6.75,9/17/2024 15:06
25.38,6.74,9/17/2024 15:07
25.38,6.74,9/17/2024 15:08
25.31,6.75,9/17/2024 15:09
25.31,6.73,9/17/2024 15:10
25.31,6.72,9/17/2024 15:11
25.31,6.74,9/17/2024 15:11
25.31,6.73,9/17/2024 15:12
25.31,6.74,9/17/2024 15:13
25.31,6.72,9/17/2024 15:14
25.31,6.74,9/17/2024 15:15
25.31,6.74,9/17/2024 15:16
25.31,6.71,9/17/2024 15:17
25.25,6.71,9/17/2024 15:18
25.31,6.71,9/17/2024 15:18
25.25,6.73,9/17/2024 15:19
25.25,6.73,9/17/2024 15:20
25.25,6.73,9/17/2024 15:21
25.25,6.73,9/17/2024 15:22
25.25,6.73,9/17/2024 15:23
25.19,6.73,9/17/2024 15:24
25.25,6.71,9/17/2024 15:25
25.25,6.71,9/17/2024 15:26
25.25,6.75,9/17/2024 15:26
25.25,6.71,9/17/2024 15:27
25.19,6.71,9/17/2024 15:28
25.19,6.73,9/17/2024 15:29
25.19,6.73,9/17/2024 15:30
25.25,6.73,9/17/2024 15:31
25.19,6.71,9/17/2024 15:32
25.19,6.7,9/17/2024 15:33
25.19,6.71,9/17/2024 15:34
25.13,6.73,9/17/2024 15:35
25.19,6.73,9/17/2024 15:35
25.13,6.7,9/17/2024 15:36
25.19,6.73,9/17/2024 15:37
25.13,6.73,9/17/2024 15:38
25.13,6.72,9/17/2024 15:39
25.13,6.73,9/17/2024 15:40
25.13,6.73,9/17/2024 15:41
25.06,6.71,9/17/2024 15:42
25.06,6.71,9/17/2024 15:43
25.06,6.72,9/17/2024 15:44
25.06,6.74,9/17/2024 15:44
25.06,6.72,9/17/2024 15:45
25,6.71,9/17/2024 15:46
25,6.7,9/17/2024 15:47
25,6.72,9/17/2024 15:48
25.06,6.72,9/17/2024 15:49
25,6.73,9/17/2024 15:50
25,6.71,9/17/2024 15:51
25,6.72,9/17/2024 15:52
25,6.71,9/17/2024 15:53
24.94,6.73,9/17/2024 15:54
25,6.71,9/17/2024 15:55
25,6.73,9/17/2024 15:56
24.94,6.71,9/17/2024 15:57
24.94,6.73,9/17/2024 15:58
24.88,6.71,9/17/2024 15:59
24.88,6.74,9/17/2024 15:59
24.88,6.72,9/17/2024 16:00
24.88,6.7,9/17/2024 16:01
24.81,6.7,9/17/2024 16:02
24.88,6.7,9/17/2024 16:03
24.81,6.68,9/17/2024 16:04
24.88,6.71,9/17/2024 16:05
24.81,6.71,9/17/2024 16:06
24.81,6.7,9/17/2024 16:07
24.81,6.71,9/17/2024 16:08
24.75,6.68,9/17/2024 16:09
24.81,6.7,9/17/2024 16:10
24.81,6.68,9/17/2024 16:11
24.75,6.71,9/17/2024 16:12
24.75,6.7,9/17/2024 16:13
24.75,6.71,9/17/2024 16:13
24.75,6.73,9/17/2024 16:14
24.69,6.7,9/17/2024 16:15
24.69,6.68,9/17/2024 16:16
24.69,6.68,9/17/2024 16:17
24.63,6.71,9/17/2024 16:18
24.63,6.7,9/17/2024 16:19
24.69,6.7,9/17/2024 16:20
24.63,6.68,9/17/2024 16:21
24.63,6.7,9/17/2024 16:22
24.63,6.68,9/17/2024 16:23
24.63,6.7,9/17/2024 16:24
24.63,6.7,9/17/2024 16:24
24.63,6.71,9/17/2024 16:25
24.63,6.7,9/17/2024 16:26
24.63,6.68,9/17/2024 16:27
24.56,6.68,9/17/2024 16:28
24.56,6.68,9/17/2024 16:29
24.56,6.7,9/17/2024 16:30
24.56,6.7,9/17/2024 16:31
24.5,6.67,9/17/2024 16:32
24.5,6.68,9/17/2024 16:33
24.5,6.66,9/17/2024 16:34
24.44,6.68,9/17/2024 16:35
